"name","rank","position","location","commitCollege","year"
"MAMADOU DIARRA","133","PF","Putnam, CT Putnam Science Academy","Connecticut","2016"
"ERON GORDON","134","SG","Indianapolis, IN Indianapolis Cathedral","Seton Hall","2016"
"SAM HAUSER","135","SF","Stevens Point, WI Stevens Point","Marquette","2016"
"COREY MANIGAULT","136","PF","Fairfax, VA Paul VI","Pittsburgh","2016"
"SAGABA KONATE","137","PF","Hermitage, PA Kennedy Catholic","West Virginia","2016"
"SCOTT SPENCER","138","SF","St. George, VA Blue Ridge","Clemson","2016"
"BRYCE PETERS","139","PG","La Verne, CA Damien","Colorado","2016"
"ALANI MOORE","140","PG","Washington, DC Friendship Collegiate Academy","Temple","2016"
"JORDAN FORD","141","PG","Folsom, CA Folsom","Saint Mary's","2016"
"ERIC CURRY","142","PF","Little Rock, AR Southwest Christian Academy","Minnesota","2016"
"CAMERON LARD","143","PF","New Orleans, LA Landry-Walker","Iowa State","2016"
"JOHN MOONEY","144","PF","Altamonte Springs, FL Lake Brantley","Notre Dame","2016"
"CHRISTIAN VITAL","145","SG","Oakdale, CT St. Thomas More","Connecticut","2016"
"JORDAN BONE","146","PG","Nashville, TN Ensworth","Tennessee","2016"
"LUCAS SIEWERT","147","PF","Los Angeles, CA Cathedral","Colorado","2016"
"TE'JON LUCAS","148","PG","Milwaukee, WI Milwaukee Washington","Illinois","2016"
"JOSH OKOGIE","149","SF","Snellville, GA Shiloh","Georgia Tech","2016"
"JORDY TSHIMANGA","150","C","Springfield, MA Macduffie School","Nebraska","2016"
"MICHAEL PORTER, JR.","1","SF","Seattle, WA Nathan Hale","Missouri","2017"
"MARVIN BAGLEY III","2","PF","Chatsworth, CA Sierra Canyon","Duke","2017"
"DEANDRE AYTON","3","C","Phoenix, AZ Hillcrest Academy","Arizona","2017"
"MOHAMED BAMBA","4","C","Westtown, PA Westtown School","Texas","2017"
"TREVON DUVAL","5","PG","Bradenton, FL IMG Academy","Duke","2017"
"JAREN JACKSON","6","PF","La Porte, IN La Lumiere School","Michigan State","2017"
"WENDELL CARTER","7","C","Atlanta, GA Pace Academy","Duke","2017"
"COLLIN SEXTON","8","PG","Mableton, GA Pebblebrook","Alabama","2017"
"MITCHELL ROBINSON","9","C","Chalmette, LA Chalmette","W Kentucky","2017"
"KEVIN KNOX","10","SF","Tampa, FL Tampa Catholic","Kentucky","2017"
"BILLY PRESTON","11","PF","Mouth of Wilson, VA Oak Hill Academy","Kansas","2017"
"BRANDON MCCOY","12","C","San Diego, CA Cathedral Catholic","UNLV","2017"
"TROY BROWN","13","SG","Las Vegas, NV Centennial","Oregon","2017"
"JARRED VANDERBILT","14","PF","Houston, TX Victory Prep","Kentucky","2017"
"P.J. WASHINGTON","15","PF","Henderson, NV Findlay Prep","Kentucky","2017"
"TRAE YOUNG","16","PG","Norman, OK North","Oklahoma","2017"
"NICK RICHARDS","17","C","Elizabeth, NJ The Patrick School","Kentucky","2017"
"GARY TRENT JR.","18","SG","Napa, CA Prolific Prep","Duke","2017"
"LONNIE WALKER","19","SG","Reading, PA Reading","Miami (FL)","2017"
"KRIS WILKES","20","SF","Indianapolis, IN North Central","UCLA","2017"
"BRIAN BOWEN","21","SF","La Porte, IN La Lumiere School","Louisville","2017"
"QUADE GREEN","22","PG","Philadelphia, PA Neumann-Goretti","Kentucky","2017"
"JAYLEN HANDS","23","PG","El Cajon, CA Foothills Christian","UCLA","2017"
"LINDELL WIGGINTON","24","PG","Mouth of Wilson, VA Oak Hill Academy","Iowa State","2017"
"JONTAY PORTER","25","PF","Seattle, WA Nathan Hale","Missouri","2017"
"EMMANUEL AKOT","26","SF","Mt. Pleasant, UT Wasatch Academy","Arizona","2017"
"M.J. WALKER","27","SG","Jonesboro, GA Jonesboro","Florida State","2017"
"JOHN PETTY","28","SG","Huntsville, AL Jemison","Alabama","2017"
"JALEK FELTON","29","PG","West Columbia, SC Gray Collegiate Academy","North Carolina","2017"
"MALIK WILLIAMS","30","PF","Fort Wayne, IN Snider","Louisville","2017"
"DANIEL GAFFORD","31","C","El Dorado, AR El Dorado High School","Arkansas","2017"
"NICKEIL ALEXANDER-WALKER","32","SG","Chattanooga, TN Hamilton Heights Christian","Virginia Tech","2017"
"KEZIE OKPALA","33","SF","Anaheim, CA Esperanza","Stanford","2017"
"SHAI GILGEOUS-ALEXANDER","34","PG","Chattanooga, TN Hamilton Heights Christian","Kentucky","2017"
"NICK WEATHERSPOON","35","SG","Camden, MS Velma Jackson","Mississippi St","2017"
"ETHAN THOMPSON","36","SG","Gardena, CA Bishop Montgomery","Oregon State","2017"
"SAVION FLAGG","37","SF","Alvin, TX Alvin","Texas A&M","2017"
"CHAUNDEE BROWN","38","SG","Orlando, FL First Academy","Wake Forest","2017"
"PAUL SCRUGGS","39","PG","Napa, CA Prolific Prep","Xavier","2017"
"TREMONT WATERS","40","PG","West Haven, CT Notre Dame","Louisiana State","2017"
"MARCUS GARRETT","41","PG","Dallas, TX Skyline","Kansas","2017"
"CHUMA OKEKE","42","PF","Atlanta, GA Westlake","Auburn","2017"
"CHARLES O'BANNON JR.","43","SG","Las Vegas, NV Bishop Gorman","USC","2017"
"CODY RILEY","44","PF","Chatsworth, CA Sierra Canyon","UCLA","2017"
"JEREMIAH TILMON","45","C","East St. Louis, IL East St. Louis","Missouri","2017"
"MATT COLEMAN","46","PG","Mouth of Wilson, VA Oak Hill Academy","Texas","2017"
"MAKAI ASHTON-LANGFORD","47","PG","Wolfeboro, NH Brewster Academy","Providence","2017"
"JERMAINE SAMUELS","48","SF","Weston, MA Rivers School","Villanova","2017"
"NAJI MARSHALL","49","SF","Greenbelt, VA Hargrave Military Academy","Xavier","2017"
"DAEJON DAVIS","50","PG","Seattle, WA Garfield","Stanford","2017"
"D.J. HARVEY","51","SF","Hyattsville, MD DeMatha","Notre Dame","2017"
"BRANDON RANDOLPH","52","SG","Westtown, PA Westtown School","Arizona","2017"
"RAYSHAUN HAMMONDS","53","PF","Norcross, GA Norcross","Georgia","2017"
"KIMANI LAWRENCE","54","SF","New Hampton, NH New Hampton Prep","Arizona State","2017"
"MARK SMITH","55","SG","Edwardsville, IL Edwardsville","Illinois","2017"
"JOSH ANDERSON","56","SG","Baton Rouge, LA Madison Prep Academy","W Kentucky","2017"
"BRUNO FERNANDO","57","C","Bradenton, FL IMG Academy","Maryland","2017"
"ALEX O'CONNELL","58","SG","Milton, GA Milton","Duke","2017"
"JERICHO SIMS","59","PF","Minneapolis, MN Cristo Rey Jesuit","Texas","2017"
"IRA LEE","60","PF","Santa Monica, CA Crossroads","Arizona","2017"
"JORDAN GOODWIN","61","SG","Belleville, IL Althoff","Saint Louis","2017"
"ISAIAH WASHINGTON","62","PG","Bronx, NY St. Raymond's","Minnesota","2017"
"DAVION MITCHELL","63","PG","Hinesville, GA Liberty County","Auburn","2017"
"MITCHELL BALLOCK","64","SG","Eudora, KS Eudora","Creighton","2017"
"KELLAN GRADY","65","PG","Gill, NH Northfield Mount Hermon","Davidson","2017"
"BRANDEN CARLSON","66","C","South Jordan, UT Bingham","Utah","2017"
"DARRYL MORSELL","67","SG","Baltimore, MD Mount St. Joseph","Maryland","2017"
"JALEN HILL","68","PF","Corona, CA Centennial","UCLA","2017"
"JASE FEBRES","69","SG","Houston, TX Westfield","Texas","2017"
"D'SHAWN SCHWARTZ","70","SG","Colorado Springs, CO Sand Creek","Colorado","2017"
"SIDNEY WILSON","71","SF","Wolfeboro, NH Brewster Academy","Connecticut","2017"
"JORDAN TUCKER","72","SF","Marietta, GA Wheeler","Duke","2017"
"WABISSA BEDE","73","PG","Ashburnham, MA Cushing Academy","Virginia Tech","2017"
"IKEY OBIAGU","74","C","Decatur, GA Greenforest Christian Academy","Florida State","2017"
"JAYLEN NOWELL","75","SG","Seattle, WA Garfield","Washington","2017"
"MYLES CALE","76","SG","Middletown, DE Appoquinimink","Seton Hall","2017"
"NOJEL EASTERN","77","SG","Evanston, IL Evanston","Purdue","2017"
"CHRIS LYKES","78","PG","Washington, DC Gonzaga","Miami (FL)","2017"
"JACOB EPPERSON","79","C","La Porte, IN La Lumiere School","Creighton","2017"
"JAMAL CAIN","80","SF","Pontiac, MI Cornerstone Health and Tech","Marquette","2017"
"JAMARKO PICKETT","81","PF","Washington, VA Massanutten Military Academy","Georgetown","2017"
"JEMARL BAKER","82","PG","Corona, CA Eleanor Roosevelt","Kentucky","2017"
"NATHAN REUVERS","83","PF","Lakeville, MN Lakeville North","Wisconsin","2017"
"DHAMIR COSBY-ROUNDTREE","84","C","Philadephia, PA Neumann-Goretti","Villanova","2017"
"TY-SHON ALEXANDER","85","SG","Mouth of Wilson, VA Oak Hill Academy","Creighton","2017"
"XAVIER TILLMAN","86","PF","Grand Rapids, MI Grand Rapids Christian","Michigan State","2017"
"KALEB WESSON","87","C","Westerville, OH Westerville South","Ohio State","2017"
"NATE WATSON","88","PF","Arlington, VA Bishop O'Connell","Providence","2017"
"DEREK CULVER","89","PF","Wolfeboro, NH Brewster Academy","West Virginia","2017"
"HERB JONES","90","SG","Moundville, AL Hale County","Alabama","2017"
"R.J. NEMBHARD","91","SG","Keller, TX Keller","TCU","2017"
"COREY KISPERT","92","SF","Shoreline, WA Kings","Gonzaga","2017"
"AAMIR SIMMS","93","PF","Palmyra, VA Blue Ridge","Clemson","2017"
"JORDAN NWORA","94","SF","Saxton River, VT Vermont Academy","Louisville","2017"
"TRENT FRAZIER","95","PG","Wellington, FL Wellington","Illinois","2017"
"LAVAR BATTS","96","PG","Concord, NC Robinson","NC State","2017"
"BRAD DAVISON","97","PG","Maple Grove, MN Maple Grove","Wisconsin","2017"
"DARIUS PERRY","98","PG","Marietta, GA Wheeler","Louisville","2017"
"ALEX REESE","99","PF","Pelham, AL Pelham","Alabama","2017"
"VICTOR BAILEY","100","SG","Round Rock, TX McNeil","Oregon","2017"
"MARCUS CARR","101","PG","Montverde, FL Montverde Academy","Pittsburgh","2017"
"CHRIS SMITH","102","SF","Huntington, WV Huntington Prep","UCLA","2017"
"THOMAS ALLEN","103","SG","Wolfeboro, NH Brewster Academy","Nebraska","2017"
"CHASE JOHNSON","104","SF","Huntington, WV Huntington Prep","Florida","2017"
"DENG GAK","105","PF","Blairstown, NJ Blair Academy","Miami (FL)","2017"
"JORDAN POOLE","106","SG","La Porte, IN La Lumiere School","Michigan","2017"
"TRISTAN CLARK","107","PF","San Antonio, TX Wagner","Baylor","2017"
"C.J. ROBERTS","108","PG","North Richland Hills, TX Richland","Missouri","2017"
"KYLE YOUNG","109","PF","Massillon, OH Jackson","Ohio State","2017"
"JAMAL JOHNSON","110","SG","Hoover, AL Spain Park","Memphis","2017"
"LUKA GARZA","111","C","Washington, DC Maret School","Iowa","2017"
"SABEN LEE","112","PG","Tempe, AZ Corona Del Sol","Vanderbilt","2017"
"ZACK DAWSON","113","SG","Miami, FL South Miami","Oklahoma State","2017"
"JORDAN USHER","114","SF","Marietta, GA Wheeler","USC","2017"
"KEVIN SAMUEL","115","C","Houston, TX Redemption Christian Academy","TCU","2017"
"TERRENCE LEWIS","116","SF","Milwaukee, WI Riverside University","Iowa State","2017"
"TYLER POLLEY","117","PF","Weston, FL Sagemont","Connecticut","2017"
"ALEX BARCELLO","118","SG","Tempe, AZ Corona Del Sol","Arizona","2017"
"JUSTIN SMITH","119","SF","Lincolnshire, IL Stevenson","Indiana","2017"
"ROYCE HAMM","120","PF","Houston, TX Aldine Davis","Texas","2017"
"DEVONTAE SHULER","121","SG","Mouth of Wilson, VA Oak Hill Academy","Mississippi","2017"
"RAIQUAN GRAY","122","PF","Ft. Lauderdale, FL Dillard","Florida State","2017"
"GARRISON BROOKS","123","PF","Auburn, AL Auburn","North Carolina","2017"
"DAJOUR DICKENS","124","C","Hampton, VA Bethel","Providence","2017"
"EVAN BATTEY","125","PF","Villa Park, CA Villa Park","Colorado","2017"
"TYLER BEY","126","PF","Los Angeles, CA Middlebrooks Academy","Colorado","2017"
"KEITH WILLIAMS","127","SG","Brooklyn, NY Bishop Loughlin","Cincinnati","2017"
"REMY MARTIN","128","PG","Chatsworth, CA Sierra Canyon","Arizona State","2017"
"BRANDON RACHAL","129","SF","Nachitoches, LA Natchitoches Central","Louisiana State","2017"
"JOSE ALVARADO","130","PG","Queens, NY Christ The King","Georgia Tech","2017"
"ABU KIGAB","131","SF","Napa, CA Prolific Prep","Oregon","2017"
"ELIAS HARDEN","132","SG","Mableton, GA Pebblebrook","Xavier","2017"
"CLIFTON MOORE","133","PF","Horsham, PA Hatboro Horsham Sr","Indiana","2017"
"MUSA JALLOW","134","SF","Bloomington, IN Bloomington North","Ohio State","2017"
"JORDAN WALKER","135","PG","Elizabeth, NJ The Patrick School","Seton Hall","2017"
"BLAKE HARRIS","136","PG","Raleigh, NC Word Of God Christian Academy","Missouri","2017"
"ISAIAH LIVERS","137","PF","Kalamazoo, MI Kalamazoo Central","Michigan","2017"
"DEAUNDRE BALLARD","138","SF","Atlanta, GA Southwest Atlanta Christian","Florida","2017"
"WYATT WILKES","139","SF","Winter Park, FL Winter Park","Florida State","2017"
"EJIKE OBINNA","140","C","Ashburn, VA Virginia Academy","Vanderbilt","2017"
"JUHWAN HARRIS-DYSON","141","SG","Northridge, CA Heritage Christian School","California","2017"
"JAY JAY CHANDLER","142","PG","Katy, TX Cinco Ranch","Texas A&M","2017"
"BRADY MANEK","143","PF","Harrah, OK Harrah","Oklahoma","2017"
"ISAIAH STOKES","144","C","Bradenton, FL IMG Academy","Florida","2017"
"KENNY WOOTEN","145","PF","Las Vegas, NV Trinity Christian","Oregon","2017"
"JARED RIDDER","146","SF","Springfield, MO Kickapoo","Xavier","2017"
"LANCE THOMAS","147","PF","Norcross, GA Norcross","Louisville","2017"
"T.J. STARKS","148","PG","Dallas, TX Lancaster","Texas A&M","2017"
"DAVID BEATTY","149","SG","Philadelphia, PA Imhotep Inst Charter School","South Carolina","2017"
"JOSH CARLTON","150","C","Hyattsville, MD DeMatha","Connecticut","2017"
"R.J. BARRETT","1","SF","Montverde, FL Montverde Academy","Duke","2018"
"NASSIR LITTLE","2","SF","Orlando, FL Orlando Christian Prep","North Carolina","2018"
"CAMERON REDDISH","3","SG","Westtown, PA Westtown School","Duke","2018"
"BOL BOL","4","C","Henderson, NV Findlay Prep","Oregon","2018"
"ZION WILLIAMSON","5","SF","Spartanburg, SC Spartanburg Day School","Duke","2018"
"ROMEO LANGFORD","6","SG","New Albany, IN New Albany","Indiana","2018"
"SIMISOLA SHITTU","7","PF","Saxton River, VT Vermont Academy","Vanderbilt","2018"
"QUENTIN GRIMES","8","SG","The Woodlands, TX College Park","Kansas","2018"
"CHARLES BASSEY","9","C","Louisville, KY Aspire Academy","W Kentucky","2018"
"ANFERNEE SIMONS","10","SG","Bradenton, FL IMG Academy","Undecided","2018"
"E.J. MONTGOMERY","11","PF","Marietta, GA Wheeler","Kentucky","2018"
"JORDAN BROWN","12","PF","Napa, CA Prolific Prep","Nevada","2018"
"ASHTON HAGANS","13","PG","Covington, GA Newton","Kentucky","2018"
"TRE JONES","14","PG","Apple Valley, MN Apple Valley","Duke","2018"
"KELDON JOHNSON","15","SF","Mouth of Wilson, VA Oak Hill Academy","Kentucky","2018"
"KEVIN PORTER","16","SG","Seattle, WA Rainier Beach","USC","2018"
"DARIUS GARLAND","17","PG","Nashville, TN Brentwood Academy","Vanderbilt","2018"
"DARIUS BAZLEY","18","SF","Cincinnati, OH Princeton","Undecided","2018"
"ANDREW NEMBHARD","19","PG","Montverde, FL Montverde Academy","Florida","2018"
"DEVON DOTSON","20","PG","Charlotte, NC Providence Day","Kansas","2018"
"NAZREON REID","21","C","Asbury Park, NJ Roselle Catholic","Louisiana State","2018"
"IMMANUEL QUICKLEY","22","PG","Bel Air, MD John Carroll","Kentucky","2018"
"EMMITT WILLIAMS","23","PF","Orlando, FL Oak Ridge","Louisiana State","2018"
"JALEN SMITH","24","PF","Baltimore, MD Mount St. Joseph","Maryland","2018"
"LOUIS KING","25","SF","Columbus, NJ Hudson Catholic","Oregon","2018"
"COBY WHITE","26","SG","Wilson, NC Greenfield","North Carolina","2018"
"JAYLEN HOARD","27","PF","High Point, NC Wesleyan Christian Academy","Wake Forest","2018"
"MOSES BROWN","28","C","Queens, NY Archbishop Molloy","UCLA","2018"
"REGGIE PERRY","29","PF","Thomasville, GA Thomasville","Mississippi St","2018"
"AYO DOSUNMU","30","PG","Chicago, IL Morgan Park","Illinois","2018"
"JAHVON QUINERLY","31","PG","Hackensack, NJ Hudson Catholic","Villanova","2018"
"JAVONTE SMART","32","PG","Scotlandville, LA Scotlandville","Louisiana State","2018"
"TALEN HORTON-TUCKER","33","SG","Chicago, IL Simeon","Iowa State","2018"
"BRANDON WILLIAMS","34","PG","Encino, CA Crespi","Arizona","2018"
"DAVID MCCORMACK","35","C","Mouth of Wilson, VA Oak Hill Academy","Kansas","2018"
"TYLER HERRO","36","SG","Greenfield, WI Whitnall","Kentucky","2018"
"TAESHON CHERRY","37","PF","San Diego, CA Foothills Christian","Arizona State","2018"
"DAVID DUKE","38","PG","Ashburnham, MA Cushing Academy","Providence","2018"
"COLE SWIDER","39","PF","Barrington, RI St Andrews","Villanova","2018"
"SHAREEF O'NEAL","40","PF","Santa Monica, CA Crossroads","UCLA","2018"
"AARON WIGGINS","41","SG","High Point, NC Wesleyan Christian Academy","Maryland","2018"
"COURTNEY RAMEY","42","PG","Webster Groves, MO Webster Groves","Texas","2018"
"JOE WIESKAMP","43","SG","Muscatine, IA Muscatine","Iowa","2018"
"WILL RICHARDSON","44","PG","Mouth of Wilson, VA Oak Hill Academy","Oregon","2018"
"MICHAEL DEVOE","45","PG","Orlando, FL Montverde Academy","Georgia Tech","2018"
"JULES BERNARD","46","SF","Los Angeles, CA Windward","UCLA","2018"
"KAMAKA HEPA","47","PF","Portland, OR Jefferson","Texas","2018"
"JOEY BAKER","48","PF","Fayetteville, NC Trinity Christian","Duke","2018"
"LANDERS NOLLEY","49","SF","Fairburn, GA Langston Hughes","Virginia Tech","2018"
"KHAVON MOORE","50","SF","Macon, GA Westside","Texas Tech","2018"
"A.J. REEVES","51","SG","Chestnut Hills, MA Brimmer & May","Providence","2018"
"JEROME HUNTER","52","SF","Pickerington, OH Pickerington North","Indiana","2018"
"JALEN CAREY","53","PG","Montclair, NJ Immaculate Conception","Syracuse","2018"
"BRANDON SLATER","54","SF","Fairfax, VA Paul VI","Villanova","2018"
"MATT BRADLEY","55","SG","Wasatch, UT Wasatch Academy","California","2018"
"NATE LASZEWSKI","56","PF","Gill, NH Northfield Mount Hermon","Notre Dame","2018"
"DARIUS DAYS","57","PF","Gainesville, FL IMG Academy","Louisiana State","2018"
"ELIJAH WEAVER","58","SG","Rockledge, FL Rockledge","USC","2018"
"DANIEL OTURU","59","C","St. Paul, MN Cretin-Derham Hall","Minnesota","2018"
"BRANDON JOHNS","60","PF","East Lansing, MI East Lansing","Michigan","2018"
"MARCUS BINGHAM","61","PF","Grand Rapids, MI Catholic Central","Michigan State","2018"
"KEYONTAE JOHNSON","62","SF","Mouth of Wilson, VA Oak Hill Academy","Florida","2018"
"GERALD LIDDELL","63","SF","Cibilo, TX Steele","Texas","2018"
"NOAH LOCKE","64","SG","Owings Mills, MD McDonogh","Florida","2018"
"FOSTER LOYER","65","PG","Clarkston, MI Clarkston","Michigan State","2018"
"MILLER KOPP","66","SF","Houston, TX Houston Christian","Northwestern","2018"
"PETE NANCE","67","PF","Akron, OH Revere","Northwestern","2018"
"CARTE'ARE GORDON","68","C","Webster Groves, MO Webster Groves","Saint Louis","2018"
"AARON NESMITH","69","SF","Charleston, SC Porter Gaud School","Vanderbilt","2018"
"LUTHER MUHAMMAD","70","SG","Irvington, NJ Hudson Catholic","Ohio State","2018"
"JAMES AKINJO","71","PG","Richmond, CA Salesian","Georgetown","2018"
"TYLER HARRIS","72","PG","Cordova, TN Cordova","Memphis","2018"
"BRYCE HAMILTON","73","SG","Pasadena, CA Pasadena","UNLV","2018"
"MILES NORRIS","74","PF","Wolfeboro, NH Brewster Academy","Oregon","2018"
"ERIC AYALA","75","SG","Bradenton, FL IMG Academy","Maryland","2018"
"J'RAAN BROOKS","76","PF","Seattle, WA Garfield","USC","2018"
"ROBERT WOODARD","77","SF","Columbus, MS Columbus Sr","Mississippi St","2018"
"JAEDON LEDEE","78","PF","Houston, TX Kinkaid","Ohio State","2018"
"CORMAC RYAN","79","SG","Milton, MA Milton Academy","Stanford","2018"
"DALANO BANTON","80","SG","Troy, NY Redemption Christian Academy","W Kentucky","2018"
"RECHON BLACK","81","SF","Concord, NC Cox Mill","North Carolina","2018"
"DEVONAIRE DOUTRIVE","82","SG","Lake Balboa, CA Birmingham","Arizona","2018"
"TREY MCGOWENS","83","PG","Chatham, VA Hargrave Military Academy","Pittsburgh","2018"
"BRYCE WILLS","84","SG","New Rochelle, NY Iona Prep","Stanford","2018"
"ZION GRIFFIN","85","SF","Hinsdale, IL Hinsdale South","Iowa State","2018"
"TEVIAN JONES","86","SF","Culver City, CA Culver City","Illinois","2018"
"JEENATHAN WILLIAMS","87","SF","Napa, CA Prolific Prep","Buffalo","2018"
"JERMAINE HARRIS","88","PF","Clinton, MD Clinton Christian","Rhode Island","2018"
"COLIN CASTLETON","89","C","Daytona Beach, FL Father Lopez","Michigan","2018"
"JAIRUS HAMILTON","90","SF","Concord, NC Cannon School","Boston College","2018"
"ROBBY CARMODY","91","SG","Mars, PA Mars","Notre Dame","2018"
"KADEN ARCHIE","92","SF","Midlothian, TX Midlothian","TCU","2018"
"JOSH LEBLANC","93","PF","Baton Rouge, LA Madison Prep Academy","Georgetown","2018"
"A.J. GREEN","94","PG","Cedar Falls, IA Cedar Falls","Northern Iowa","2018"
"FILIP PETRUSEV","95","PF","Montverde, FL Montverde Academy","Gonzaga","2018"
"TIMMY ALLEN","96","SF","Mesa, AZ Red Mountain","Utah","2018"
"DAVID DEJULIUS","97","PG","Detroit, MI East English Village","Michigan","2018"
"JAELIN LLEWELLYN","98","PG","Lynchburgh, VA Virginia Episcopal","Princeton","2018"
"PRENTISS HUBB","99","PG","Washington, DC Gonzaga","Notre Dame","2018"
"DAVID SINGLETON","100","SG","Torrance, CA Bishop Montgomery","UCLA","2018"
"GABE BROWN","101","SF","Ypsilanti, MI Belleville","Michigan State","2018"
"KENDRIC DAVIS","102","PG","Houston, TX Sam Houston","TCU","2018"
"ROBERT PHINISEE","103","PG","Lafayette, IN Mccutcheon","Indiana","2018"
"TYGER CAMPBELL","104","PG","La Porte, IN La Lumiere School","UCLA","2018"
"BLAKE HINSON","105","PF","Bel Aire, KS Sunrise Christian Academy","Mississippi","2018"
"ISAIAH MUCIUS","106","SF","Wolfeboro, NH Brewster Academy","Wake Forest","2018"
"DWAYNE COHILL","107","SG","Cleveland, OH Holy Name","Dayton","2018"
"MONTEZ MATHIS","108","SG","Bel Air, MD John Carroll","Rutgers","2018"
"MATTHEW MAYER","109","SF","Austin, TX Westlake","Baylor","2018"
"DANE GOODWIN","110","SG","Upper Arlington, OH Upper Arlington","Notre Dame","2018"
"TORRENCE WATSON","111","SG","St. Louis, MO Whitfield","Missouri","2018"
"JAXSON HAYES","112","C","Cincinnati, OH Moeller","Texas","2018"
"THOMAS KITHIER","113","PF","Clarkston, MI Clarkston","Michigan State","2018"
"CHRISTIAN BISHOP","114","SF","Lee's Summit, MO Lee's Summit West","Creighton","2018"
"AARON HENRY","115","SF","Indianapolis, IN Ben Davis","Michigan State","2018"
"ISAIAH JOE","116","SG","Fort Smith, AR Northside Senior","Arkansas","2018"
"KEYSHAWN EMBERY","117","SG","Bradenton, FL IMG Academy","Arkansas","2018"
"DAMEZI ANDERSON","118","SF","South Bend, IN Riley","Indiana","2018"
"ANTWANN JONES","119","SG","Orlando, FL Oak Ridge","Memphis","2018"
"SADDIQ BEY","120","SF","Washington, DC Sidwell Friends","Villanova","2018"
"ERIC HUNTER","121","SG","Indianapolis, IN Tindley School","Purdue","2018"
"JAMAL BIENIEMY","122","SG","Katy, TX Tompkins","Oklahoma","2018"
"NOAH KIRKWOOD","123","SF","Northfield, MA Mt. Hermon","Harvard","2018"
"AMANZE NGUMEZI","124","PF","Savannah, GA C A Johnson","Georgia","2018"
"EMMITT MATTHEWS","125","SF","Tacoma, WA Wilson","West Virginia","2018"
"JAMAL BEY","126","SF","Las Vegas, NV Bishop Gorman","Washington","2018"
"NATE HINTON","127","SG","Charlotte, NC Gaston Day School","Houston","2018"
"TREVION WILLIAMS","128","C","Detroit, MI Henry Ford Academy","Purdue","2018"
"JARED BUTLER","129","PG","Reserve, LA Riverside Academy","Baylor","2018"
"JERICOLE HELLEMS","130","SF","Hazelwood, MO Chaminade","NC State","2018"
"JAKE FORRESTER","131","PF","Westtown, PA Westtown School","Indiana","2018"
"SERREL SMITH","132","SG","St. Petersburg, FL St. Petersburg","Maryland","2018"
"ALEX LOMAX","133","PG","Memphis, TN Memphis East","Memphis","2018"
"D.J. STEWART","134","SG","Grace, MS Riverside","Mississippi St","2018"
"JACOBI GORDON","135","SF","Louisville, KY Aspire Academy","California","2018"
"RON HARPER JR.","136","SG","Franklin Lakes, NJ Don Bosco Prep","Rutgers","2018"
"JORDAN LATHON","137","PG","Grandview, MO Grandview","UTEP","2018"
"IAN STEERE","138","C","Sanford, NC Northwood Temple Academy","NC State","2018"
"IMMANUEL BATES","139","C","Fayetteville, NC Northwood Temple Academy","NC State","2018"
"KYLER EDWARDS","140","SF","Henderson, NV Findlay Prep","Texas Tech","2018"
"JORDAN PHILLIPS","141","SF","Arlington, TX Grace Prep","Arkansas","2018"
"TREY DOOMES","142","SG","Hollywood, FL University School","West Virginia","2018"
"LOGAN JOHNSON","143","PG","Mountain View, CA St. Francis","Cincinnati","2018"
"MYLES DREAD","144","SG","Washington, DC Gonzaga","Penn State","2018"
"OCHAI AGBAJI","145","SG","Kansas City, MO Oak Park","Kansas","2018"
"DUANE WASHINGTON JR.","146","SG","Chatsworth, CA Sierra Canyon","Ohio State","2018"
"JORDAN MCCABE","147","PG","Kaukauna, WI Kaukauna","West Virginia","2018"
"BRENDAN ADAMS","148","SG","Baltimore, MD Calvert Hall","Connecticut","2018"
"REGGIE CHANEY","149","PF","Henderson, NV Findlay Prep","Arkansas","2018"
"ISAAC LIKEKELE","150","SG","Mansfield, TX Timberview","Oklahoma State","2018"
"JAMES WISEMAN","1","C","Memphis, TN Memphis East","Memphis","2019"
"ISAIAH STEWART","2","C","La Porte, IN La Lumiere School","Washington","2019"
"ANTHONY EDWARDS","3","SG","Atlanta, GA Holy Spirit Preparatory School","Georgia","2019"
"COLE ANTHONY","4","PG","Mouth of Wilson, VA Oak Hill Academy","North Carolina","2019"
"VERNON CAREY, JR.","5","C","Fort Lauderdale, FL University High School","Duke","2019"
"R.J. HAMPTON","6","PG","Little Elm, TX Little Elm","Undecided","2019"
"JADEN MCDANIELS","7","PF","Federal Way, WA Federal Way","Washington","2019"
"SCOTTIE LEWIS","8","SG","Tinton Falls, NJ Ranney Prep School","Florida","2019"
"MATTHEW HURT","9","PF","Rochester, MN John Marshall","Duke","2019"
"TYRESE MAXEY","10","PG","Garland, TX South Garland","Kentucky","2019"
"JEREMIAH ROBINSON-EARL","11","PF","Bradenton, FL IMG Academy","Villanova","2019"
"NICO MANNION","12","PG","Phoenix , AZ Pinnacle","Arizona","2019"
"JOSH GREEN","13","SG","Bradenton, FL IMG Academy","Arizona","2019"
"KAHLIL WHITNEY","14","SF","Roselle, NJ Roselle Catholic","Kentucky","2019"
"BRYAN ANTOINE","15","SG","Tinton Falls, NJ Ranney Prep School","Villanova","2019"
"TRENDON WATFORD","16","PF","Birmingham, AL Mountain Brook","Louisiana State","2019"
